temps,temp_c,dispo_mo,swap_mo,mhz
1790018866,50,5416,1309,400
1790018872,52,5418,1309,444
1790018877,50,5418,1309,400
1790018882,50,5417,1309,476
1790018887,50,5417,1309,730
1790018892,50,5409,1309,428
1790018897,50,5416,1309,432
1790018902,51,5420,1309,766
1790018907,50,5419,1309,637
1790018912,51,5418,1309,466
1790018917,50,5422,1309,478
1790018922,50,5422,1309,734
1790018927,50,5421,1309,480
1790018932,50,5421,1309,508
1790018937,50,5417,1309,439
1790018942,51,5415,1309,427
1790018947,50,5415,1309,497
1790018952,50,5407,1309,698
1790018957,50,5413,1309,407
1790018962,50,5416,1309,400
1790018967,50,5416,1309,623
1790018972,50,5416,1309,887
1790018977,49,5416,1309,410
1790018982,49,5415,1309,400
1790018987,49,5415,1309,689
1790018992,49,5415,1309,400
1790018998,49,5416,1309,453
1790019003,49,5416,1309,400
1790019008,49,5415,1309,400
1790019013,49,5412,1309,418
1790019018,49,5414,1309,400
1790019023,49,5411,1309,430
1790019028,49,5413,1309,656
1790019033,49,5413,1309,488
1790019038,49,5414,1309,488
1790019043,49,5414,1309,455
1790019048,49,5413,1309,452
1790019053,49,5413,1307,500
1790019058,49,5413,1307,464
1790019063,49,5411,1307,471
1790019068,49,5411,1307,695
1790019073,49,5406,1307,818
1790019078,49,5409,1307,490
1790019083,50,5407,1307,400
1790019088,50,5411,1307,1225
1790019093,49,5413,1307,400
1790019098,49,5413,1307,685
1790019103,49,5413,1307,502
1790019108,49,5416,1307,496
1790019113,49,5417,1307,400
1790019119,49,5419,1307,506
1790019124,49,5419,1307,407
1790019129,49,5408,1307,440
1790019134,49,5416,1307,558
1790019139,49,5427,1307,400
1790019144,49,5429,1307,498
1790019149,48,5429,1307,400
1790019154,49,5429,1307,570
1790019159,49,5427,1307,664
1790019164,49,5427,1307,400
1790019169,49,5427,1307,501
1790019174,49,5426,1307,507
1790019179,49,5426,1307,560
1790019184,49,5427,1307,459
1790019189,49,5416,1307,400
1790019194,49,5424,1307,479
1790019199,49,5431,1306,458
1790019204,48,5429,1306,502
1790019209,49,5429,1306,413
1790019214,48,5429,1306,400
1790019219,49,5431,1306,400
1790019224,49,5434,1306,504
1790019229,48,5433,1306,400
1790019234,48,5433,1306,488
1790019239,48,5431,1306,474
1790019245,49,5431,1306,580
1790019250,49,5421,1306,521
1790019255,49,5423,1306,409
1790019260,49,5429,1306,398
1790019265,48,5434,1306,433
1790019270,49,5432,1306,428
1790019275,48,5432,1306,420
1790019280,48,5431,1306,400
1790019285,49,5431,1306,625
1790019290,48,5431,1306,508
1790019295,48,5432,1306,497
1790019300,48,5434,1306,400
1790019305,48,5416,1306,650
1790019310,49,5418,1306,400
1790019315,48,5416,1306,585
1790019320,48,5425,1306,400
1790019325,49,5429,1306,464
1790019330,49,5433,1306,480
1790019335,49,5426,1306,590
1790019340,49,5429,1306,486
1790019345,49,5400,1304,855
1790019350,49,5407,1304,400
1790019355,48,5403,1304,521
1790019360,49,5406,1304,732
1790019365,97,5252,1304,4182
1790019370,96,5270,1304,4200
1790019375,97,5272,1304,4000
1790019381,97,5278,1304,3900
1790019386,95,5285,1304,3993
1790019391,97,5280,1304,3800
1790019396,97,5289,1304,3700
1790019401,97,5280,1304,3700
1790019406,97,5282,1304,3894
1790019411,97,5280,1304,3900
1790019416,96,5283,1304,3800
1790019421,95,5274,1304,3900
1790019426,95,5272,1304,3900
1790019431,97,5275,1304,3800
1790019436,97,5275,1304,3900
1790019441,96,5276,1304,3943
1790019446,97,5276,1304,3900
1790019451,96,5278,1304,3900
1790019456,96,5278,1304,3866
1790019461,97,5281,1304,3800
1790019466,96,5283,1304,3900
1790019471,96,5283,1304,3878
1790019476,97,5286,1304,3900
1790019481,97,5285,1304,3839
1790019486,96,5287,1304,3900
1790019491,96,5286,1304,3900
1790019496,97,5286,1304,4000
1790019501,97,5334,1304,3800
1790019506,97,5337,1304,3800
1790019511,96,5339,1304,3900
1790019516,98,5341,1304,3800
1790019521,96,5343,1304,3900
1790019526,96,5341,1304,3900
1790019531,97,5343,1304,3811
1790019536,74,5363,1304,776
1790019541,64,5382,1304,1126
1790019546,61,5382,1304,903
1790019551,58,5388,1304,590
1790019556,58,5373,1304,764
1790019561,56,5363,1304,413
1790019566,54,5375,1304,711
1790019571,96,5256,1304,4191
1790019576,98,5272,1304,4000
1790019581,96,5271,1304,4020
1790019586,97,5282,1304,4000
1790019591,97,5282,1304,3900
1790019596,97,5284,1304,3900
1790019601,97,5285,1304,3900
1790019607,97,5285,1304,3900
1790019612,97,5285,1304,3900
1790019617,97,5279,1304,3868
1790019622,97,5280,1304,3900
1790019627,97,5285,1304,3800
1790019632,97,5285,1304,3819
1790019637,97,5284,1304,3805
1790019642,97,5285,1304,3872
1790019647,97,5281,1304,3900
1790019652,97,5286,1304,3800
1790019657,97,5285,1304,3900
1790019662,96,5287,1304,3900
1790019667,97,5286,1304,3800
1790019672,97,5286,1304,3801
1790019677,96,5286,1304,3892
1790019682,97,5287,1304,3842
1790019687,97,5285,1304,3800
1790019692,97,5284,1304,3800
1790019697,97,5290,1304,3900
1790019702,97,5291,1304,3814
1790019707,86,5342,1304,3300
1790019712,83,5344,1304,3300
1790019717,85,5345,1304,3400
1790019722,97,5344,1304,3900
1790019727,96,5344,1304,3900
1790019732,97,5345,1304,3900
1790019737,97,5346,1304,3820
1790019742,68,5382,1304,529
1790019747,64,5394,1304,422
1790019752,61,5403,1304,1080
1790019757,59,5405,1304,845
1790019762,57,5405,1304,525
1790019767,56,5408,1304,534
1790019772,54,5405,1304,840
1790019777,53,5407,1304,409
1790019782,53,5407,1304,478
1790019787,52,5404,1304,400
1790019792,52,5402,1304,723
1790019798,52,5407,1304,687
1790019803,51,5402,1304,762
1790019808,50,5405,1304,424
1790019813,49,5405,1304,810
1790019818,50,5410,1304,766
1790019823,50,5408,1304,1129
1790019828,49,5403,1304,844
1790019833,49,5412,1304,539
1790019838,49,5414,1304,438
1790019843,49,5415,1304,1106
1790019848,49,5411,1304,461
1790019853,48,5415,1304,482
1790019858,49,5411,1304,939
1790019863,49,5416,1304,400
1790019868,50,5412,1304,696
1790019873,48,5414,1304,731
1790019878,49,5416,1304,674
1790019883,49,5412,1304,1007
1790019888,48,5415,1304,591
1790019893,48,5419,1304,1014
1790019898,49,5420,1304,598
1790019903,48,5418,1304,590
1790019908,47,5416,1304,686
1790019913,47,5416,1304,1051
1790019919,47,5415,1304,646
1790019924,47,5419,1304,714
1790019929,47,5416,1304,744
1790019934,47,5414,1304,573
1790019939,47,5415,1304,846
1790019944,47,5416,1304,400
1790019949,47,5419,1304,665
1790019954,48,5417,1304,910
1790019959,48,5421,1303,970
1790019964,48,5419,1303,636
1790019969,49,5418,1303,680
1790019974,49,5419,1303,508
1790019979,50,5420,1303,510
1790019984,50,5417,1303,796
1790019989,50,5414,1303,1224
1790019994,50,5416,1303,760
1790019999,50,5418,1303,808
1790020004,50,5417,1303,732
1790020009,51,5422,1303,1142
1790020014,51,5419,1303,696
1790020019,52,5416,1303,524
1790020024,52,5416,1303,662
1790020029,52,5415,1303,753
1790020034,52,5414,1303,640
1790020039,52,5416,1303,502
1790020045,52,5416,1303,495
1790020050,52,5414,1303,682
1790020055,53,5413,1303,1007
1790020060,52,5411,1303,685
1790020065,52,5409,1303,651
1790020070,52,5408,1301,659
1790020075,52,5412,1301,472
1790020080,52,5410,1301,775
1790020085,52,5406,1301,1081
1790020090,53,5408,1301,750
1790020095,52,5409,1301,473
1790020100,52,5411,1301,400
1790020105,52,5402,1301,596
1790020110,52,5401,1301,768
1790020115,53,5404,1301,1024
1790020120,53,5398,1301,908
1790020125,53,5404,1301,1008
1790020130,52,5405,1301,818
1790020135,53,5403,1301,1349
1790020140,53,5405,1301,614
1790020145,53,5405,1301,400
1790020150,52,5410,1301,919
1790020155,53,5405,1301,855
1790020160,52,5412,1301,699
1790020165,53,5406,1301,701
1790020171,53,5411,1301,852
1790020176,54,5408,1301,732
1790020181,54,5404,1301,464
1790020186,53,5408,1301,576
1790020191,53,5392,1301,437
1790020196,53,5390,1301,400
1790020201,53,5400,1301,1037
1790020206,53,5405,1301,398
1790020211,52,5397,1301,626
1790020216,53,5383,1301,839
1790020221,97,5260,1301,4268
1790020226,96,5247,1301,4119
1790020231,97,5251,1301,4000
1790020236,97,5259,1301,3900
1790020241,96,5264,1301,3900
1790020246,97,5265,1301,3700
1790020251,97,5269,1301,3800
1790020256,97,5267,1301,3800
1790020261,97,5275,1301,3882
1790020266,96,5270,1301,3900
1790020271,97,5275,1301,3900
1790020276,97,5270,1301,3813
1790020281,97,5272,1301,3900
1790020286,96,5272,1301,3982
1790020291,96,5274,1301,4100
1790020296,97,5275,1301,3900
1790020301,96,5274,1301,3919
1790020306,97,5275,1301,3800
1790020311,96,5273,1301,3900
1790020316,97,5276,1301,3900
1790020321,100,5275,1301,3525
1790020326,97,5275,1301,3900
1790020331,96,5271,1301,3900
1790020336,96,5275,1301,3900
1790020341,97,5275,1301,3800
1790020346,96,5274,1301,3900
1790020351,98,5269,1301,3800
1790020356,96,5325,1301,3900
1790020361,97,5323,1301,3800
1790020366,97,5323,1301,3900
1790020371,97,5322,1301,3800
1790020377,96,5322,1301,3800
1790020382,97,5323,1301,3897
1790020387,96,5325,1301,3900
1790020392,86,5321,1301,3300
1790020397,97,4844,1301,1339
1790020402,64,4813,1301,770
1790020407,61,4816,1301,589
1790020412,60,4821,1301,926
1790020417,57,4822,1301,911
1790020422,57,4822,1301,400
1790020427,97,4801,1301,4186
1790020432,96,4801,1301,4073
1790020437,88,4805,1301,4290
1790020442,92,4804,1301,4262
1790020447,98,4804,1301,3882
1790020452,96,4802,1301,3900
1790020457,97,4802,1301,3900
1790020462,97,4810,1301,3900
1790020467,97,4810,1301,3700
1790020472,96,4809,1301,3800
1790020477,96,4810,1301,3976
1790020482,97,4810,1301,4157
1790020487,70,5372,1301,786
1790020492,66,5394,1301,1066
1790020497,62,5396,1301,404
1790020502,61,5397,1301,608
1790020507,57,5396,1301,527
1790020512,57,5395,1301,605
1790020517,56,5397,1301,400
1790020522,54,5397,1301,523
1790020527,53,5394,1301,656
1790020532,53,5388,1301,732
1790020538,53,5389,1300,672
