temps,temp_c,dispo_mo,swap_mo,mhz
1789995848,55,3438,997,1602
1789995853,56,3423,997,706
1789995858,54,3428,997,400
1789995863,57,3451,997,2934
1789995868,54,3446,997,1783
1789995873,53,3454,997,615
1789995878,53,3451,997,1362
1789995883,53,3391,997,706
1789995888,53,3434,997,460
1789995893,56,3444,997,2872
1789995898,54,3442,997,518
1789995903,53,3439,997,848
1789995908,52,3455,997,2064
1789995913,61,3458,997,585
1789995918,52,3459,997,446
1789995923,52,3460,997,491
1789995928,52,3471,997,425
1789995933,52,3464,997,415
1789995938,52,3479,997,468
1789995943,53,3471,997,1222
1789995948,52,3450,996,400
1789995953,53,3454,996,1563
1789995958,52,3453,996,422
1789995963,53,3458,996,1346
1789995968,52,3453,996,766
1789995973,53,3461,996,581
1789995978,55,3458,996,428
1789995983,93,3421,996,1644
1789995988,81,3380,996,3310
1789995993,65,3149,999,3998
1789995998,61,3132,999,2127
1789996003,72,3109,999,4100
1789996008,61,3120,999,1722
1789996013,59,3195,999,400
1789996018,57,3319,999,1400
1789996023,61,3234,999,1820
1789996028,78,3261,999,3261
1789996033,61,2915,1002,1278
1789996038,59,2933,1002,1290
1789996043,57,2952,1002,400
1789996048,58,2961,1001,1747
1789996053,56,2993,1001,893
1789996058,59,2938,1001,400
1789996064,57,2962,1001,1722
1789996069,57,2964,1001,2249
1789996074,57,2969,1001,426
1789996079,56,2972,1001,1250
1789996084,57,2938,1001,976
1789996089,57,2941,1001,964
1789996094,59,2969,1001,3329
1789996099,56,2971,1001,1614
1789996104,56,2987,1001,498
1789996109,57,2987,1001,445
1789996114,56,2985,1001,894
1789996119,56,2987,1001,1736
1789996124,57,2977,1001,1390
1789996129,61,2973,1001,3644
1789996134,57,2954,1001,3360
1789996139,56,2963,1001,1477
1789996144,56,2980,1001,660
1789996149,55,2967,1001,2201
1789996154,56,2940,1001,400
1789996159,57,2992,1001,724
1789996164,57,3002,1001,458
1789996169,56,3000,1001,928
1789996174,56,2973,1001,1725
1789996179,56,2975,1001,1433
1789996184,54,2997,1001,400
1789996189,54,3007,1001,400
1789996194,54,3011,1001,3326
1789996199,53,3003,1001,400
1789996204,54,3015,1001,3042
1789996209,52,3032,1001,400
1789996214,53,3026,1001,400
1789996219,53,3042,1001,400
1789996224,53,3043,1001,811
1789996229,52,3029,1001,400
1789996234,53,3030,1001,778
1789996239,51,3030,1001,400
1789996244,52,3020,1001,534
1789996249,51,3028,1001,826
1789996254,50,3029,1001,862
1789996259,52,3027,1001,400
1789996264,54,3039,1001,2765
1789996269,50,3039,1001,400
1789996274,50,3037,1001,984
1789996279,50,3039,1001,420
1789996284,50,3041,1001,510
1789996289,51,3039,1001,1157
1789996294,54,3032,1001,2983
1789996300,53,2919,1031,1450
1789996305,52,2920,1029,547
1789996310,54,2917,1029,1250
1789996315,53,2910,1029,1745
1789996320,54,2920,1029,472
1789996325,54,2919,1029,1007
1789996330,55,2899,1027,423
1789996335,54,2911,1027,638
1789996340,57,2936,1027,3069
1789996345,81,2910,1027,3140
1789996350,55,2910,1026,1386
1789996355,56,2886,1026,784
1789996360,55,2905,1026,420
1789996365,57,2904,1026,784
1789996370,56,2895,1026,1473
1789996375,56,2890,1026,658
1789996380,54,2894,1026,400
1789996385,56,2915,1026,400
1789996390,56,2918,1026,642
1789996395,54,2897,1026,1602
1789996400,54,2903,1026,445
1789996405,56,2896,1026,892
1789996410,56,2902,1026,1783
1789996415,55,2907,1026,492
1789996420,55,2894,1026,1530
1789996425,57,2884,1026,400
1789996430,55,2882,1026,432
1789996435,58,2893,1026,1372
1789996440,57,2902,1026,470
1789996445,56,2920,1026,502
1789996450,56,2906,1026,1617
1789996455,57,2911,1026,1011
1789996460,57,2916,1026,1582
1789996465,56,2907,1026,904
1789996470,56,2906,1026,813
1789996475,56,2906,1026,480
1789996480,56,2900,1026,400
1789996485,56,2905,1026,504
1789996490,57,2902,1026,400
1789996495,55,2901,1026,1228
1789996500,56,2898,1026,1485
1789996505,55,2897,1026,540
1789996510,56,2901,1026,400
1789996515,55,2890,1026,1248
1789996520,55,2883,1026,2194
1789996525,56,2879,1026,2312
1789996530,55,2861,1026,467
1789996535,56,2871,1026,1150
1789996540,56,2885,1026,505
1789996546,57,2879,1026,1894
1789996551,56,2911,1040,546
1789996556,55,2924,1040,973
1789996561,81,2920,1040,2845
1789996566,57,2926,1040,1312
1789996571,63,2842,1043,3193
1789996576,58,5105,1047,2709
1789996581,55,5142,1047,562
1789996586,57,5161,1047,1459
1789996591,53,5180,1047,1116
1789996596,56,5170,1047,1241
1789996601,57,5178,1047,661
1789996606,58,5169,1047,3188
1789996611,97,4921,1047,4100
1789996616,96,4957,1047,4188
1789996621,97,5010,1047,4000
1789996626,97,5047,1047,4000
1789996631,97,5049,1047,3900
1789996636,97,5050,1047,3941
1789996641,97,5055,1047,3800
1789996646,96,5054,1047,3900
1789996651,97,5056,1047,3800
1789996656,97,5056,1047,3799
1789996661,96,5057,1047,3700
1789996666,97,5053,1047,3750
1789996671,97,5054,1047,3700
1789996676,97,5055,1047,3700
1789996681,97,5059,1047,3761
1789996686,97,5059,1047,3629
1789996691,96,5060,1047,3700
1789996696,96,5062,1047,3813
1789996701,97,5057,1047,3750
1789996706,97,5054,1047,3700
1789996711,97,5059,1047,3700
1789996716,96,5059,1047,3843
1789996721,97,5060,1047,3699
1789996726,91,5060,1047,3500
1789996731,91,5060,1047,3500
1789996736,91,5060,1047,3400
1789996741,91,5061,1047,3500
1789996746,91,5060,1047,3400
1789996751,90,5060,1047,3500
1789996756,88,5116,1047,3400
1789996761,88,5114,1047,3400
1789996766,87,5118,1047,3300
1789996771,87,5116,1047,3300
1789996776,86,5118,1047,3300
1789996782,87,5123,1047,3400
1789996787,88,5123,1047,3400
1789996792,88,5122,1047,3500
1789996797,87,5124,1047,3300
1789996802,68,5188,1047,400
1789996807,66,5186,1047,878
1789996812,64,5186,1047,1346
1789996817,63,5190,1047,1524
1789996822,66,5187,1047,4167
1789996827,62,5185,1047,750
1789996832,60,5187,1047,1383
1789996837,60,5181,1047,400
1789996842,60,5177,1047,752
1789996847,59,5180,1047,664
1789996852,58,5186,1047,601
1789996857,58,5189,1047,600
1789996862,57,5190,1047,544
1789996867,57,5187,1047,1571
1789996872,57,5185,1047,1238
1789996877,57,5182,1047,3172
1789996882,56,5184,1047,708
1789996887,56,5185,1047,777
1789996892,56,5185,1047,464
1789996897,56,5184,1047,1402
1789996902,56,5185,1047,1243
1789996907,56,5186,1047,400
1789996912,57,5185,1047,1266
1789996917,55,5186,1047,400
1789996922,54,5187,1047,1411
1789996927,56,5156,1047,607
1789996932,59,5146,1047,2685
1789996937,57,5152,1047,1239
1789996942,97,5027,1047,4162
1789996947,98,5010,1047,4000
1789996952,97,5024,1047,4000
1789996957,97,5035,1047,3900
1789996962,97,5043,1047,3900
1789996967,97,5043,1047,3823
1789996972,96,5043,1047,3900
1789996977,97,5042,1047,3834
1789996982,97,5043,1047,3847
1789996987,97,5044,1047,3700
1789996992,97,5043,1047,3711
1789996997,97,5043,1047,3800
1789997002,97,5044,1047,3700
1789997007,96,5041,1047,3800
1789997012,96,5042,1047,3700
1789997018,97,5043,1047,3700
1789997023,97,5041,1047,3700
1789997028,97,5042,1047,3700
1789997033,97,5042,1047,3700
1789997038,96,5040,1047,3759
1789997043,96,5042,1047,3800
1789997048,91,5043,1047,3400
1789997053,91,5044,1047,3400
1789997058,91,5044,1047,3500
1789997063,91,5048,1047,3500
1789997068,91,5047,1047,3500
1789997073,90,5047,1047,3500
1789997078,91,5049,1047,3500
1789997083,90,5051,1047,3500
1789997088,87,5105,1047,3400
1789997093,88,5103,1047,3500
1789997098,86,5103,1047,3300
1789997103,88,5102,1047,3400
1789997108,87,5100,1047,3400
1789997113,86,5101,1047,3400
1789997118,88,5099,1047,3400
1789997123,82,5101,1047,3300
1789997128,88,5103,1047,3400
1789997133,68,5164,1047,1112
1789997138,65,5165,1047,1208
1789997143,65,5163,1047,878
1789997148,63,5162,1047,416
1789997153,61,5160,1047,1430
1789997158,60,5161,1047,932
1789997163,60,5158,1047,1114
1789997168,60,5159,1047,1350
1789997173,59,5158,1047,1153
1789997178,61,5154,1047,1536
1789997183,58,5157,1047,400
1789997188,58,5155,1047,1830
1789997193,57,5156,1047,422
1789997198,57,5151,1047,413
1789997203,57,5162,1047,400
1789997208,58,5172,1047,1097
1789997213,56,5177,1047,400
1789997218,57,5174,1047,1392
1789997223,57,5172,1047,1418
1789997228,57,5172,1047,400
1789997233,61,5173,1047,2782
1789997238,57,5174,1047,1016
1789997244,56,5174,1047,1787
1789997249,55,5173,1047,1116
1789997254,56,5173,1047,800
1789997259,57,5173,1047,420
1789997264,56,5174,1047,1644
1789997269,56,5176,1047,886
1789997274,55,5174,1047,1600
1789997279,56,5177,1047,942
1789997284,57,5178,1047,418
1789997289,56,5173,1047,543
1789997294,55,5170,1047,991
1789997299,55,5175,1047,400
1789997304,56,5175,1047,428
1789997309,54,5169,1047,1364
1789997314,54,5170,1047,515
1789997319,56,5174,1047,412
1789997324,55,5175,1047,1242
1789997329,54,5176,1047,548
1789997334,54,5176,1047,409
1789997339,55,5177,1047,1335
1789997344,55,5180,1047,429
1789997349,56,5180,1047,414
1789997354,54,5181,1047,814
1789997359,54,5178,1047,1414
1789997364,56,5179,1047,469
1789997369,54,5177,1047,667
1789997374,56,5169,1047,1426
1789997379,55,5172,1047,400
1789997384,54,5176,1047,459
1789997389,54,5178,1047,1382
1789997394,54,5178,1047,400
1789997399,54,5180,1047,508
1789997404,56,5171,1047,1154
1789997409,55,5177,1047,1375
1789997414,54,5178,1047,1315
1789997419,56,5179,1047,1566
1789997424,54,5180,1047,1564
1789997429,64,5032,1047,1138
1789997434,97,4989,1047,4181
1789997439,95,5025,1047,4100
1789997444,97,5044,1047,4000
1789997449,96,5047,1047,4000
1789997454,97,5049,1047,3900
1789997459,96,5048,1047,3900
1789997464,96,5049,1047,3832
1789997469,97,5048,1047,3831
1789997474,97,5051,1047,3800
1789997479,97,5051,1047,3700
1789997484,97,5051,1047,3800
1789997490,97,5049,1047,3700
1789997495,96,5044,1047,3700
1789997500,96,5046,1047,3800
1789997505,97,5054,1047,3700
1789997510,97,5059,1047,3700
1789997515,97,5061,1047,3700
1789997520,97,5053,1047,3669
1789997525,97,5053,1047,3692
1789997530,97,5061,1047,3600
1789997535,97,5064,1047,3685
1789997540,97,5061,1047,3700
1789997545,91,5058,1047,3500
1789997550,90,5058,1047,3400
1789997555,90,5057,1047,3500
1789997560,90,5058,1047,3500
1789997565,90,5056,1047,3500
1789997570,90,5056,1047,3500
1789997575,87,5112,1047,3400
1789997580,87,5112,1047,3119
1789997585,86,5110,1047,3300
1789997590,86,5111,1047,3300
1789997595,86,5112,1047,3400
1789997600,86,5114,1047,3400
1789997605,86,5114,1047,3400
1789997610,87,5114,1047,3400
1789997615,87,5110,1047,3400
1789997620,97,4645,1047,2882
1789997625,68,4585,1047,445
1789997630,66,4577,1047,1286
1789997635,97,4571,1047,4096
1789997640,97,4574,1047,3800
1789997645,95,4584,1047,4266
1789997650,97,4584,1047,3800
1789997655,91,4583,1047,4144
1789997660,97,4582,1047,4273
1789997665,96,4584,1047,4146
1789997670,96,4592,1047,3700
1789997675,85,4592,1047,3300
1789997680,88,4588,1047,3300
1789997685,88,4589,1047,3300
1789997690,87,4589,1047,3200
1789997695,83,4589,1047,3300
1789997701,82,4589,1047,3300
1789997706,72,5174,1047,1376
1789997711,71,5188,1047,1232
1789997716,67,5188,1047,400
1789997721,65,5188,1047,1403
1789997726,63,5189,1047,1359
1789997731,62,5188,1047,1319
1789997736,64,5182,1047,1853
1789997741,65,5182,1047,4270
1789997746,97,5086,1046,4044
1789997751,63,4770,1046,1878
1789997756,62,4717,1046,769
1789997761,73,4700,1046,707
1789997766,79,4728,1046,3632
1789997771,63,4757,1046,446
1789997776,61,4703,1046,503
1789997781,60,4666,1046,1418
1789997786,60,4676,1046,466
1789997791,61,4681,1046,614
1789997796,61,4703,1046,686
1789997801,60,4741,1046,1892
1789997806,60,4736,1046,1020
1789997811,59,4716,1046,1537
1789997816,58,4726,1046,1149
1789997821,61,4728,1046,1445
1789997826,59,4744,1046,1344
