temps,temp_c,dispo_mo,swap_mo,mhz
1789834595,97,5260,978,3888
1789834600,96,5257,978,3922
1789834605,96,5256,978,2837
1789834610,95,5258,978,3976
1789834615,97,5260,978,3936
1789834620,97,5258,978,3801
1789834625,96,5260,978,4095
1789834630,97,5261,978,3824
1789834635,97,5263,978,3900
1789834640,97,5263,978,3887
1789834645,97,5320,978,3841
1789834650,97,5315,978,3887
1789834655,97,5315,978,3977
1789834660,97,5315,978,3803
1789834665,86,5316,978,3400
1789834670,83,5317,978,3400
1789834675,95,5318,978,3882
1789834680,87,5315,978,3700
1789834685,90,4897,978,2450
1789834690,67,4772,978,477
1789834696,62,4766,978,788
1789834701,60,4783,978,797
1789834706,58,4801,978,820
1789834711,57,4810,978,545
1789834716,56,4820,978,400
1789834721,54,4823,978,530
1789834726,53,4821,978,400
1789834731,52,4821,978,1116
1789834736,52,4819,978,400
1789834741,52,4820,978,654
1789834746,52,4823,978,822
1789834751,51,4824,978,719
1789834756,51,4821,978,815
1789834761,49,4818,978,958
1789834766,49,4821,978,854
1789834771,50,4819,978,400
1789834776,88,4798,978,2989
1789834781,80,4800,978,2574
1789834786,81,4802,978,4096
1789834791,87,4799,978,4038
1789834796,96,4796,978,2857
1789834801,90,4793,978,2654
1789834806,97,4794,978,3552
1789834811,91,4795,978,3598
1789834816,91,4796,978,4125
1789834821,98,4796,978,3561
1789834826,97,4800,978,3867
1789834832,91,4795,978,4156
1789834837,76,5356,978,664
1789834842,96,5201,978,3396
1789834847,96,5220,978,3806
1789834852,96,5239,978,3874
1789834857,91,5254,978,4009
1789834862,93,5256,978,4170
1789834867,88,5257,978,3500
1789834872,88,5258,978,3500
1789834877,87,5262,978,3500
1789834882,86,5263,978,3500
1789834887,97,5263,978,3993
1789834892,96,5261,978,3978
1789834897,96,5262,978,3874
1789834902,96,5263,978,3783
1789834907,97,5263,978,3692
1789834912,87,5265,978,3500
1789834917,86,5263,978,3500
1789834922,85,5265,978,3500
1789834927,86,5266,978,3500
1789834932,97,5266,978,3880
1789834937,97,5268,978,3900
1789834942,97,5269,978,4006
1789834947,96,5267,978,3763
1789834952,87,5263,978,3500
1789834957,86,5268,978,3500
1789834962,86,5266,978,3500
1789834967,86,5268,978,3500
1789834972,86,5269,978,3500
1789834977,96,5265,978,3945
1789834982,95,5323,978,3991
1789834987,93,5320,978,3889
1789834992,91,5324,978,3790
1789834997,85,5320,978,3400
1789835002,85,5321,978,3304
1789835007,83,5319,978,3500
1789835012,83,5322,978,3400
1789835017,91,5319,978,3889
1789835022,92,5316,978,3872
1789835027,97,4813,978,3144
1789835032,64,4803,978,1026
1789835038,62,4807,978,776
1789835043,60,4812,978,414
1789835048,58,4818,978,663
1789835053,57,4819,978,502
1789835058,56,4823,978,1041
1789835063,55,4824,978,684
1789835068,55,4825,978,848
1789835073,54,4823,978,917
1789835078,53,4822,978,519
1789835083,53,4824,978,400
1789835088,52,4824,978,791
1789835093,51,4825,978,535
1789835098,52,4822,978,678
1789835103,52,4821,978,400
1789835108,52,4822,978,828
1789835113,88,4798,978,4018
1789835118,83,4796,978,3578
1789835123,92,4798,978,4081
1789835128,85,4798,978,4041
1789835133,88,4794,978,4045
1789835138,97,4794,978,3849
1789835143,98,4792,978,3889
1789835148,96,4794,978,3889
1789835153,96,4795,978,3983
1789835158,92,4794,978,4078
1789835163,97,4793,978,3760
1789835168,97,4789,978,3790
1789835173,97,4787,978,1322
1789835179,96,5231,978,2968
1789835184,90,5236,978,3500
1789835189,88,5241,978,3500
1789835194,88,5249,978,3500
1789835199,87,5257,978,3500
1789835204,87,5259,978,3500
1789835209,86,5251,978,3500
1789835214,97,5257,978,3887
1789835219,91,5247,978,3700
1789835224,88,5257,978,3500
1789835229,87,5258,978,3500
1789835234,87,5260,978,3500
1789835239,86,5261,978,3500
1789835244,87,5261,978,3500
1789835249,95,5262,978,3887
1789835254,91,5265,978,3700
1789835259,92,5254,978,3800
1789835264,87,5262,978,3500
1789835269,85,5252,978,3400
1789835274,87,5256,978,3500
1789835279,86,5258,978,3500
1789835284,87,5262,978,3500
1789835289,96,5263,978,2726
1789835294,88,5263,978,3600
1789835299,86,5263,978,3500
1789835304,86,5263,978,3500
1789835309,86,5262,978,3500
1789835314,92,5259,978,3900
1789835319,95,5261,978,3888
1789835324,86,5310,978,3400
1789835329,91,5308,978,3891
1789835334,85,5308,978,3400
1789835339,83,5304,978,3400
1789835344,83,5307,978,3400
1789835349,82,5306,978,3348
1789835354,83,5311,978,3400
1789835359,82,5311,978,3400
1789835364,73,5342,978,457
1789835369,97,4810,978,3446
1789835374,64,4800,978,450
1789835380,62,4803,978,762
1789835385,60,4808,978,400
1789835390,59,4815,978,728
1789835395,57,4819,978,560
1789835400,57,4819,978,400
1789835405,56,4814,978,400
1789835410,54,4814,978,870
1789835415,54,4813,978,714
1789835420,53,4814,978,424
1789835425,52,4814,978,530
1789835430,53,4814,978,790
1789835435,52,4816,978,844
1789835440,52,4816,978,781
1789835445,52,4817,978,742
1789835450,50,4814,978,437
1789835455,85,4794,978,4198
1789835460,81,4803,978,4100
1789835465,83,4802,978,3471
1789835470,87,4798,978,3570
1789835475,96,4801,978,3811
1789835480,97,4802,978,4043
1789835485,92,4803,978,4121
1789835490,96,4802,978,3355
1789835495,92,4799,978,3805
1789835500,95,4800,978,2636
1789835505,92,4801,978,4090
1789835510,93,4798,978,3953
1789835516,97,4799,978,3118
1789835521,68,5374,978,407
1789835526,65,5376,978,400
1789835531,62,5378,978,740
1789835536,61,5379,978,798
1789835541,60,5381,978,796
1789835546,58,5384,978,483
1789835551,57,5382,978,828
1789835556,57,5380,978,662
1789835561,57,5380,978,410
1789835566,56,5381,978,1219
1789835571,56,5380,978,487
1789835576,54,5381,978,798
1789835581,53,5380,978,412
1789835586,53,5380,978,914
1789835591,52,5378,978,757
1789835596,52,5379,978,400
1789835601,52,5379,978,561
1789835606,52,5377,978,668
1789835611,52,5376,978,1090
1789835616,51,5374,978,430
1789835621,51,5376,978,723
1789835626,52,5377,978,751
1789835631,50,5381,978,518
1789835637,52,5371,978,400
1789835642,50,5369,978,800
1789835647,50,5357,978,404
1789835652,49,5374,978,646
1789835657,50,5379,978,675
1789835662,49,5381,978,471
1789835667,50,5382,978,893
1789835672,49,5392,978,1156
1789835677,49,5383,978,522
1789835682,49,5391,978,400
1789835687,49,5392,978,799
1789835692,49,5392,978,526
1789835697,49,5391,978,682
1789835702,48,5390,978,700
1789835707,49,5393,978,682
1789835712,48,5394,978,543
1789835717,49,5394,978,627
1789835722,48,5395,978,856
1789835727,48,5394,978,622
1789835732,49,5390,978,1008
1789835737,48,5387,978,944
1789835742,48,5377,978,551
1789835747,47,5388,978,720
1789835753,47,5374,978,806
1789835758,47,5371,978,493
1789835763,47,5386,978,752
1789835768,47,5391,978,400
1789835773,47,5395,978,400
1789835778,47,5392,978,741
1789835783,47,5393,978,710
1789835788,47,5392,978,400
1789835793,47,5393,978,454
1789835798,47,5393,978,588
1789835803,48,5393,978,451
1789835808,47,5392,978,577
1789835813,49,5392,978,415
1789835818,49,5391,978,493
1789835823,49,5387,978,478
1789835828,49,5390,978,965
1789835833,49,5389,978,400
1789835838,49,5389,978,400
1789835843,49,5389,978,400
1789835848,49,5392,978,516
1789835853,49,5390,978,452
1789835858,49,5389,978,504
1789835864,50,5390,978,588
1789835869,49,5390,978,458
1789835874,50,5383,978,965
1789835879,50,5381,978,400
1789835884,50,5376,978,971
1789835889,50,5385,978,451
1789835894,50,5376,978,781
1789835899,51,5387,978,811
1789835904,50,5387,978,1065
1789835909,50,5389,978,742
1789835914,52,5386,978,791
1789835919,50,5387,978,568
1789835924,52,5390,978,672
1789835929,52,5390,978,750
1789835934,52,5391,978,400
1789835939,52,5391,978,984
1789835944,52,5391,978,857
1789835949,52,5387,978,750
1789835954,52,5384,978,708
1789835959,52,5386,978,776
1789835964,52,5384,978,995
1789835969,52,5385,978,896
1789835974,52,5383,978,912
1789835980,52,5385,978,746
1789835985,52,5385,978,400
1789835990,53,5384,978,544
1789835995,52,5373,978,400
