step,epoch,loss,eval_loss,learning_rate,seconds
5,0.0117,3.5259368896484373,,1.25e-05,34.6
10,0.0233,3.5454383850097657,,2.8125000000000003e-05,50.8
15,0.035,3.1847715377807617,,4.375e-05,71.0
20,0.0466,2.967363166809082,,5.9375e-05,92.5
25,0.0583,3.1032005310058595,,7.500000000000001e-05,114.4
30,0.07,2.7799596786499023,,9.062500000000001e-05,136.1
35,0.0816,2.751952362060547,,0.00010625000000000001,158.2
40,0.0933,2.5676015853881835,,0.00012187500000000001,180.1
45,0.105,2.6109148025512696,,0.0001375,202.1
50,0.1166,2.4544374465942385,,0.000153125,224.6
55,0.1283,2.253493309020996,,0.00016875,247.0
60,0.1399,2.1906463623046877,,0.000184375,270.1
65,0.1516,2.0200679779052733,,0.0002,292.3
70,0.1633,2.099030303955078,,0.0001999917519578036,313.9
75,0.1749,1.9802196502685547,,0.0001999670091918184,335.7
80,0.1866,2.0658735275268554,,0.00019992577578363188,358.1
85,0.1983,1.9476865768432616,,0.00019986805853514198,380.1
90,0.2099,1.865589714050293,,0.00019979386696743459,402.0
95,0.2216,1.8339237213134765,,0.00019970321331921342,424.1
100,0.2332,1.7066984176635742,,0.00019959611254478078,446.2
105,0.2449,1.7536544799804688,,0.00019947258231157078,468.6
110,0.2566,1.6333078384399413,,0.00019933264299723495,491.1
115,0.2682,1.5677681922912599,,0.00019917631768628068,513.2
120,0.2799,1.7452178955078126,,0.00019900363216626316,536.3
125,0.2915,1.4931171417236329,,0.00019881461492353157,558.9
130,0.3032,1.5948372840881349,,0.00019860929713852975,578.6
135,0.3149,1.5469573974609374,,0.00019838771268065278,600.4
140,0.3265,1.6531953811645508,,0.00019814989810265984,622.6
142,0.3312,,1.3802460432052612,,650.7
145,0.3382,1.559157657623291,,0.00019789589263464447,666.4
150,0.3499,1.6459878921508788,,0.00019762573817756293,688.7
155,0.3615,1.2611073493957519,,0.00019733947929632254,710.7
160,0.3732,1.4342985153198242,,0.00019703716321242988,733.9
